1	0	0	0
2	0	0	0
3	0	0	0
4	0	0	0
5	0	0	0
6	0	0	0
7	0	0	0
8	0	0	0
9	0	0	0
10	0	0	0
11	0	0	0
12	0	-0.0822664147371275	0.0596905767939751
13	0	-0.105933967034665	0.0720112161547867
14	0	-0.113957600872955	0.0974586617249196
15	0	-0.101636961512144	0.121126214022457
16	0	-0.0761895159420107	0.129149847860747
17	0	-0.0525219636444737	0.116829208499936
18	0	-0.0444983298061831	0.0913817629298028
19	0	-0.0568189691669947	0.0677142106322657
20	0	-0.0758370273629214	0.0821070107558647
21	0	-0.0942657755712665	0.095735854860061
22	0	-0.0737503767968223	0.105957535863964
